predicted_category,confidence,total_ingredients,abrasive_scrub,absorbent_mattifier,anti-acne,antimicrobial_antibacterial,antioxidant,astringent,buffering,cell-communicating_ingredient,chelating,colorant,deodorant,emollient,emulsifying,emulsion_stabilising,exfoliant,moisturizer_humectant,perfuming,preservative,skin_brightening,skin-identical_ingredient,solvent,soothing,sunscreen,surfactant_cleansing,viscosity_controlling,abrasive_scrub_binary,absorbent_mattifier_binary,anti-acne_binary,antimicrobial_antibacterial_binary,antioxidant_binary,astringent_binary,buffering_binary,cell-communicating_ingredient_binary,chelating_binary,colorant_binary,deodorant_binary,emollient_binary,emulsifying_binary,emulsion_stabilising_binary,exfoliant_binary,moisturizer_humectant_binary,perfuming_binary,preservative_binary,skin_brightening_binary,skin-identical_ingredient_binary,solvent_binary,soothing_binary,sunscreen_binary,surfactant_cleansing_binary,viscosity_controlling_binary,superstar_count,goodie_count,icky_count,superstar_percentage,goodie_percentage,icky_percentage,avg_irritancy,max_irritancy,avg_comedogenicity,max_comedogenicity,safety_concern_ingredients,function_diversity,total_functions,avg_functions_per_ingredient
Face Serum,1.0,32,0,0,1,0,2,0,0,5,0,1,0,2,0,0,0,0,1,1,1,7,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,12,1,0.03125,0.375,0.03125,0.0,0,0.0,0,0,9,21,0.65625
Face Moisturizer,0.8235294117647058,21,0,0,0,0,5,0,1,1,0,0,0,4,2,0,0,0,0,2,1,2,1,4,0,0,2,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,2,6,0,0.09523809523809523,0.2857142857142857,0.0,0.625,3,0.75,3,2,11,25,1.1904761904761905
Face Serum,0.95,26,0,0,0,0,3,0,0,0,0,0,0,4,1,0,0,0,0,3,0,4,3,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,9,0,0.038461538461538464,0.34615384615384615,0.0,0.0,0,0.3333333333333333,1,0,8,22,0.8461538461538461
Acne Treatment,0.95,40,0,0,0,0,3,0,1,0,2,0,0,3,1,0,0,0,7,3,0,4,11,2,0,0,3,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,9,7,0.025,0.225,0.175,0.0,0,0.4,1,0,11,40,1.0
Brightening Treatment,0.95,59,0,0,1,0,11,0,0,6,1,0,0,5,5,0,0,0,2,1,0,4,6,6,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,22,1,0.01694915254237288,0.3728813559322034,0.01694915254237288,0.0,0,0.2,1,0,12,49,0.8305084745762712
Brightening Treatment,0.95,44,0,0,0,0,7,0,3,1,3,0,0,2,1,0,2,0,4,4,1,3,7,2,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,3,12,4,0.06818181818181818,0.2727272727272727,0.09090909090909091,0.6,3,0.8,3,2,14,41,0.9318181818181818
Face Serum,1.0,29,0,0,0,0,2,0,2,0,1,0,0,4,1,0,0,0,1,2,0,5,7,0,0,0,3,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,7,0,0.034482758620689655,0.2413793103448276,0.0,0.0,0,0.75,2,0,10,28,0.9655172413793104
Face Serum,1.0,29,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,1,2,0,5,6,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,7,0,0.034482758620689655,0.2413793103448276,0.0,0.0,0,0.3333333333333333,1,0,9,21,0.7241379310344828
Face Serum,0.95,42,0,0,2,0,4,0,3,2,1,1,0,5,2,0,0,0,3,5,2,10,4,1,0,0,5,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,2,13,1,0.047619047619047616,0.30952380952380953,0.023809523809523808,0.15384615384615385,2,0.5384615384615384,3,1,15,50,1.1904761904761905
Face Moisturizer,0.8,56,0,0,1,0,8,0,4,1,3,1,0,4,2,0,1,0,1,5,3,6,7,2,0,0,2,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,3,19,0,0.05357142857142857,0.3392857142857143,0.0,0.5,3,0.6666666666666666,3,2,16,51,0.9107142857142857
Face Serum,0.95,24,0,0,1,0,2,0,1,1,0,0,0,0,0,0,1,0,0,2,4,4,3,4,0,0,3,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,4,9,0,0.16666666666666666,0.375,0.0,0.0,0,0.2,1,0,11,26,1.0833333333333333
Face Mask,0.95,50,0,0,2,0,8,0,2,1,3,0,0,1,2,0,3,0,5,2,1,4,9,9,0,0,2,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,4,12,4,0.08,0.24,0.08,0.0,0,0.4444444444444444,1,0,15,54,1.08
Face Serum,1.0,42,0,0,1,0,2,0,1,2,0,0,0,4,6,0,0,0,1,1,1,4,7,2,5,0,5,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,2,14,1,0.047619047619047616,0.3333333333333333,0.023809523809523808,0.5,3,1.0,3,2,14,42,1.0
Face Moisturizer,0.95,40,0,0,0,0,4,0,2,0,1,2,0,5,5,0,0,0,9,1,0,2,4,0,4,0,6,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,7,8,0.025,0.175,0.2,0.6666666666666666,3,1.5,3,2,12,45,1.125
Exfoliant/Scrub,0.95,28,0,0,1,0,2,0,3,5,1,0,0,1,0,0,1,0,1,0,1,4,5,2,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,3,10,0,0.10714285714285714,0.35714285714285715,0.0,0.0,0,0.25,1,0,12,27,0.9642857142857143
Face Serum,0.95,44,0,0,1,0,3,0,1,4,1,0,0,8,4,0,0,0,1,1,1,4,5,1,0,0,4,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,2,13,1,0.045454545454545456,0.29545454545454547,0.022727272727272728,0.42857142857142855,3,0.7142857142857143,3,2,14,39,0.8863636363636364
Face Serum,1.0,71,0,0,2,0,10,0,0,5,2,0,0,8,2,0,1,0,2,2,6,11,10,6,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,3,28,1,0.04225352112676056,0.39436619718309857,0.014084507042253521,0.125,1,0.5,2,0,13,67,0.9436619718309859
Sunscreen,0.95,36,0,0,0,0,2,0,0,0,1,1,0,10,5,0,0,0,0,2,0,4,3,4,4,0,4,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,12,0,0.027777777777777776,0.3333333333333333,0.0,0.3076923076923077,3,0.7692307692307693,3,2,11,40,1.1111111111111112
Face Moisturizer,1.0,32,0,0,0,0,1,0,1,0,1,0,0,9,2,0,0,0,0,1,0,6,4,0,0,0,5,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,10,0,0.03125,0.3125,0.0,0.0,0,0.7142857142857143,2,0,9,30,0.9375
Face Moisturizer,0.8235294117647058,69,0,0,1,0,9,0,0,6,1,0,0,13,7,0,0,0,8,1,1,5,6,7,0,0,4,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,2,23,5,0.028985507246376812,0.3333333333333333,0.07246376811594203,0.4666666666666667,3,1.0,3,4,13,69,1.0
Face Cleanser,0.8461538461538461,17,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,5,0,0.0,0.29411764705882354,0.0,0.0,0,0.0,0,0,7,11,0.6470588235294118
Sunscreen,0.95,52,0,0,0,0,1,0,1,0,1,1,0,12,4,0,0,0,2,3,1,4,9,1,6,0,4,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,9,1,0.019230769230769232,0.17307692307692307,0.019230769230769232,0.26666666666666666,3,1.0666666666666667,5,2,14,50,0.9615384615384616
Face Toner,0.95,25,0,0,0,0,2,0,0,5,1,0,0,1,2,0,0,0,1,1,0,4,5,1,0,0,3,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,10,1,0.04,0.4,0.04,0.0,0,0.4,1,0,11,26,1.04
Face Serum,1.0,44,0,0,1,0,2,0,0,2,1,1,0,6,4,0,0,0,2,1,1,5,8,2,0,0,3,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,2,10,1,0.045454545454545456,0.22727272727272727,0.022727272727272728,0.0,0,0.7142857142857143,2,0,14,39,0.8863636363636364
Exfoliant/Scrub,0.95,59,0,0,0,0,8,0,2,0,3,0,0,3,1,0,1,0,3,1,0,4,6,13,0,0,3,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,2,16,1,0.03389830508474576,0.2711864406779661,0.01694915254237288,0.0,0,0.14285714285714285,1,0,12,48,0.8135593220338984
Face Serum,0.95,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,3,0,0.0,0.2727272727272727,0.0,0.0,0,0.0,0,0,6,10,0.9090909090909091
Face Serum,0.95,45,0,0,0,0,5,0,0,1,1,0,0,5,7,0,0,0,2,1,0,6,6,4,0,0,2,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,21,0,0.022222222222222223,0.4666666666666667,0.0,0.42857142857142855,3,0.42857142857142855,1,1,11,40,0.8888888888888888
Face Serum,1.0,26,0,0,0,0,2,0,0,7,0,0,0,1,0,0,0,0,0,1,0,4,3,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,14,0,0.038461538461538464,0.5384615384615384,0.0,0.0,0,0.3333333333333333,1,0,8,21,0.8076923076923077
Face Serum,1.0,26,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,2,5,0,4,4,0,0,0,5,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,10,0,0.038461538461538464,0.38461538461538464,0.0,0.0,0,0.0,0,0,10,25,0.9615384615384616
Face Serum,0.95,64,0,0,1,0,8,0,3,2,3,0,0,9,8,0,1,0,2,7,1,7,5,4,0,0,2,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,4,19,1,0.0625,0.296875,0.015625,0.21428571428571427,3,1.1428571428571428,3,4,15,63,0.984375
Face Moisturizer,1.0,47,0,0,1,0,3,0,2,2,1,0,0,12,4,0,0,0,1,5,1,4,5,4,0,0,5,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,2,11,0,0.0425531914893617,0.23404255319148937,0.0,0.4444444444444444,3,1.1111111111111112,3,3,14,50,1.0638297872340425
Face Serum,1.0,10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,3,0,0.0,0.3,0.0,0.0,0,0.5,1,0,6,9,0.9
Face Serum,0.95,33,0,0,3,0,1,0,3,1,1,0,0,1,1,0,3,0,1,5,1,4,2,7,0,0,3,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,4,12,1,0.12121212121212122,0.36363636363636365,0.030303030303030304,0.0,0,0.0,0,0,15,37,1.121212121212121
Face Serum,1.0,22,0,0,0,0,2,0,2,0,2,0,0,1,2,0,0,0,0,2,0,3,3,0,0,0,3,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,5,0,0.045454545454545456,0.22727272727272727,0.0,0.0,0,0.25,1,0,9,20,0.9090909090909091
Face Toner,0.95,57,0,0,0,0,6,0,2,0,1,0,0,5,3,0,3,0,9,2,0,6,6,6,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,2,19,4,0.03508771929824561,0.3333333333333333,0.07017543859649122,0.0,0,0.625,2,0,12,50,0.8771929824561403
Face Moisturizer,0.95,41,0,0,2,0,2,0,2,1,1,0,0,4,3,0,1,0,2,4,1,4,3,3,0,0,6,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,3,12,1,0.07317073170731707,0.2926829268292683,0.024390243902439025,0.125,1,0.625,3,1,15,39,0.9512195121951219
Face Serum,0.95,22,0,0,0,0,3,0,0,2,1,0,0,3,1,0,0,0,0,2,0,3,1,4,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,11,0,0.0,0.5,0.0,0.0,0,0.0,0,0,9,20,0.9090909090909091
Face Moisturizer,1.0,21,0,0,0,0,1,0,1,0,1,0,0,2,2,0,0,0,0,2,0,2,4,3,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,8,0,0.047619047619047616,0.38095238095238093,0.0,0.0,0,0.0,0,0,10,19,0.9047619047619048
Face Serum,1.0,40,0,0,1,0,5,0,2,1,2,0,0,5,2,0,0,0,1,2,0,9,3,2,7,0,4,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,21,1,0.025,0.525,0.025,0.3333333333333333,3,1.0,3,3,14,46,1.15
Face Moisturizer,0.8,58,0,0,1,0,4,0,0,5,1,0,0,11,8,0,0,0,0,1,1,7,7,4,0,0,7,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,2,19,0,0.034482758620689655,0.3275862068965517,0.0,0.36363636363636365,3,1.3636363636363635,3,3,12,57,0.9827586206896551
Acne Treatment,0.95,57,0,0,0,0,7,0,2,0,0,0,0,6,2,0,0,0,4,1,0,4,6,4,0,0,4,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,18,0,0.017543859649122806,0.3157894736842105,0.0,0.5,3,1.0,3,2,10,40,0.7017543859649122
Face Serum,0.95,31,0,0,1,0,1,0,0,1,2,0,0,4,2,0,0,0,0,1,0,8,5,2,0,0,3,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,10,1,0.03225806451612903,0.3225806451612903,0.03225806451612903,0.0,0,0.3333333333333333,1,0,11,30,0.967741935483871
Face Moisturizer,0.8,41,0,0,0,0,5,0,1,0,0,0,0,12,3,0,0,0,2,2,1,5,6,6,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,18,0,0.024390243902439025,0.43902439024390244,0.0,0.3,3,0.8,3,2,11,44,1.0731707317073171
Face Toner,0.95,32,0,0,0,0,2,0,0,0,1,0,0,4,3,0,0,0,0,1,0,8,5,2,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,13,0,0.0,0.40625,0.0,0.0,0,0.3333333333333333,1,0,9,28,0.875
Face Serum,1.0,40,0,0,1,0,3,0,2,0,1,0,0,9,3,0,0,0,6,1,3,7,5,3,0,0,4,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,2,12,3,0.05,0.3,0.075,0.1,1,0.9,3,1,13,48,1.2
Face Serum,1.0,30,0,0,1,0,2,0,1,1,2,0,0,1,2,0,0,0,0,2,1,4,3,4,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,2,10,0,0.06666666666666667,0.3333333333333333,0.0,0.0,0,0.2,1,0,12,24,0.8
Face Serum,1.0,57,0,0,1,0,5,0,0,3,0,0,0,9,3,0,1,0,8,1,1,6,8,5,0,0,4,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,2,20,1,0.03508771929824561,0.3508771929824561,0.017543859649122806,0.125,1,0.625,2,0,13,55,0.9649122807017544
Face Serum,0.95,79,0,0,2,0,14,0,6,6,4,0,0,9,3,0,4,0,5,4,2,11,3,11,0,0,5,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,5,32,1,0.06329113924050633,0.4050632911392405,0.012658227848101266,0.0,0,0.36363636363636365,1,0,15,89,1.1265822784810127
Face Cleanser,0.8181818181818181,20,0,0,0,0,1,0,1,0,1,0,0,3,4,0,0,0,2,1,0,4,4,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,4,1,0.05,0.2,0.05,0.0,0,1.0,3,2,10,23,1.15
Face Moisturizer,0.95,59,0,0,1,0,12,0,1,4,1,2,0,14,6,0,1,0,1,3,2,4,5,7,1,0,6,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,3,25,1,0.05084745762711865,0.423728813559322,0.01694915254237288,0.6363636363636364,3,1.0909090909090908,3,3,17,71,1.2033898305084745
Face Serum,1.0,55,0,0,2,0,5,0,2,2,1,0,0,8,7,0,0,0,2,3,2,6,7,0,0,0,5,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,2,17,1,0.03636363636363636,0.3090909090909091,0.01818181818181818,0.5,4,1.0,4,2,13,52,0.9454545454545454
Face Serum,1.0,33,0,0,1,0,5,0,2,4,1,0,0,1,2,0,0,0,1,5,2,3,4,4,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,2,12,0,0.06060606060606061,0.36363636363636365,0.0,0.2,1,0.6,2,0,14,36,1.0909090909090908
Face Serum,0.95,40,0,0,0,0,7,0,0,6,1,0,0,2,1,0,0,0,1,1,0,5,5,5,0,0,4,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,19,0,0.025,0.475,0.0,0.0,0,0.3333333333333333,1,0,11,38,0.95
Face Serum,0.95,69,0,0,1,0,6,0,0,3,1,0,0,6,5,0,0,0,1,3,2,18,8,1,0,0,3,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,3,24,0,0.043478260869565216,0.34782608695652173,0.0,0.42857142857142855,3,0.5714285714285714,3,2,13,58,0.8405797101449275
Face Serum,1.0,43,0,0,1,0,5,0,0,1,0,6,0,7,1,0,0,0,1,2,0,6,3,1,0,0,4,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,13,2,0.023255813953488372,0.3023255813953488,0.046511627906976744,0.35714285714285715,3,0.8571428571428571,4,3,12,38,0.8837209302325582
Acne Treatment,0.95,63,0,0,1,0,6,0,0,3,1,0,0,13,6,0,0,0,4,2,1,8,6,6,0,0,6,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,2,20,1,0.031746031746031744,0.31746031746031744,0.015873015873015872,0.4,3,1.0,3,2,13,63,1.0
Face Serum,1.0,36,0,0,1,0,1,0,2,0,1,0,0,4,7,0,0,0,5,1,0,5,5,0,0,0,2,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,7,4,0.027777777777777776,0.19444444444444445,0.1111111111111111,0.14285714285714285,1,1.8571428571428572,4,3,11,34,0.9444444444444444
Face Serum,1.0,28,0,0,0,0,6,0,1,0,0,0,0,5,2,0,1,0,7,1,1,1,7,2,0,0,4,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,5,5,0.03571428571428571,0.17857142857142858,0.17857142857142858,0.6,3,1.4,3,3,12,38,1.3571428571428572
Face Serum,0.95,34,0,0,1,0,3,0,1,1,3,0,0,2,3,0,0,0,1,2,3,3,4,2,0,0,5,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,11,1,0.029411764705882353,0.3235294117647059,0.029411764705882353,1.0,4,1.5,4,2,14,34,1.0
Face Serum,1.0,73,0,0,2,0,5,0,2,3,0,4,0,11,6,0,0,0,1,2,2,5,9,2,4,0,12,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,3,16,2,0.0410958904109589,0.2191780821917808,0.0273972602739726,0.46153846153846156,3,0.9230769230769231,3,5,15,70,0.958904109589041
Face Serum,0.95,33,0,0,0,0,5,0,1,0,0,0,0,1,1,0,0,0,0,1,0,5,6,7,0,0,4,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,16,0,0.030303030303030304,0.48484848484848486,0.0,0.0,0,0.2857142857142857,1,0,9,31,0.9393939393939394
Face Moisturizer,0.8275862068965517,37,0,0,0,0,3,0,2,0,1,0,0,9,2,0,0,0,1,2,0,7,4,4,0,0,5,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,13,0,0.02702702702702703,0.35135135135135137,0.0,0.25,2,0.625,2,0,11,40,1.0810810810810811
Face Moisturizer,0.8,66,0,0,1,0,5,0,0,6,1,0,0,12,7,0,0,0,4,1,1,6,6,7,0,0,7,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,2,27,0,0.030303030303030304,0.4090909090909091,0.0,0.3125,2,1.125,4,2,13,64,0.9696969696969697
Face Serum,1.0,24,0,0,0,0,2,0,1,2,1,0,0,1,2,0,0,0,0,2,0,2,3,0,0,0,3,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,5,0,0.041666666666666664,0.20833333333333334,0.0,0.0,0,0.5,1,0,10,19,0.7916666666666666
Face Serum,0.95,35,0,0,0,0,4,0,0,0,0,0,0,5,2,0,0,0,2,1,1,5,6,2,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,14,1,0.02857142857142857,0.4,0.02857142857142857,0.0,0,0.5,3,1,10,32,0.9142857142857143
Face Serum,0.95,30,0,0,1,0,4,0,1,3,1,0,0,7,3,0,0,0,0,0,2,5,3,1,0,0,4,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,3,11,0,0.1,0.36666666666666664,0.0,0.0,0,0.3333333333333333,1,0,12,35,1.1666666666666667
Face Serum,1.0,30,0,0,0,0,4,0,1,0,1,0,0,6,3,0,0,0,1,0,0,4,4,2,0,0,2,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,9,0,0.03333333333333333,0.3,0.0,0.14285714285714285,1,1.4285714285714286,4,1,10,28,0.9333333333333333
Face Mask,0.95,38,0,0,1,0,4,0,1,2,0,0,0,8,3,0,0,0,2,1,1,5,5,2,0,0,3,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,2,16,0,0.05263157894736842,0.42105263157894735,0.0,0.0,0,1.0,2,0,13,38,1.0
Face Serum,0.95,42,0,0,2,0,3,0,6,2,3,0,0,2,2,0,4,0,0,2,1,4,6,4,0,0,4,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,6,10,0,0.14285714285714285,0.23809523809523808,0.0,0.0,0,0.4,1,0,14,45,1.0714285714285714
Face Serum,0.8,32,0,0,1,0,7,0,1,3,1,0,0,7,2,0,0,0,3,1,3,1,5,1,0,0,5,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,3,5,0,0.09375,0.15625,0.0,0.75,3,1.0,3,2,14,41,1.28125
Face Moisturizer,0.8,67,0,0,1,0,9,0,3,2,2,0,0,2,0,0,0,0,11,1,2,4,11,7,0,0,9,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,2,16,7,0.029850746268656716,0.23880597014925373,0.1044776119402985,0.6,3,0.8,3,2,13,64,0.9552238805970149
Face Serum,0.95,33,0,0,0,0,3,0,1,0,0,0,0,7,2,0,0,0,1,4,0,5,4,2,0,0,3,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,13,2,0.030303030303030304,0.3939393939393939,0.06060606060606061,0.0,0,0.2,1,0,10,32,0.9696969696969697
Face Serum,0.95,43,0,0,0,0,4,0,1,0,1,0,0,4,3,0,0,0,3,0,0,4,7,3,0,0,6,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,14,1,0.023255813953488372,0.32558139534883723,0.023255813953488372,0.6,3,1.0,3,2,10,36,0.8372093023255814
Face Serum,1.0,23,0,0,1,0,3,0,0,1,1,0,0,0,2,0,0,0,4,5,1,2,4,2,0,0,2,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,2,3,4,0.08695652173913043,0.13043478260869565,0.17391304347826086,0.0,0,0.2,1,0,12,28,1.2173913043478262
Face Moisturizer,0.875,48,0,0,1,0,3,0,0,1,0,0,0,8,3,0,0,0,0,5,0,11,7,3,0,0,7,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,18,1,0.020833333333333332,0.375,0.020833333333333332,0.2,2,0.5,2,0,10,49,1.0208333333333333
Face Serum,1.0,30,0,0,1,0,3,0,4,1,0,2,0,3,1,0,0,0,0,2,3,4,5,1,0,0,2,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,3,9,0,0.1,0.3,0.0,0.0,0,0.5,1,0,13,32,1.0666666666666667
Face Toner,0.95,29,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,1,1,4,7,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,11,0,0.034482758620689655,0.3793103448275862,0.0,0.5,3,0.8333333333333334,3,2,9,22,0.7586206896551724
Face Moisturizer,0.8,56,0,0,0,0,7,0,3,0,2,0,0,11,5,0,0,0,0,5,0,10,7,5,0,0,4,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,21,2,0.017857142857142856,0.375,0.03571428571428571,0.2,3,1.0,4,3,10,59,1.0535714285714286
Face Moisturizer,0.8235294117647058,49,0,0,0,0,6,0,0,3,2,0,0,11,8,0,0,0,1,0,1,6,5,0,0,0,7,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,21,0,0.02040816326530612,0.42857142857142855,0.0,0.0,0,1.2,3,2,10,50,1.0204081632653061
